platform,content_type,content_topic,creator_category,post_hour,day_of_week,is_weekend,is_peak_time,caption_length,hashtag_count,mention_count,emoji_count,has_call_to_action,uses_trending_audio,carousel_slides,video_duration_sec,media_quality_score,sentiment_score_caption,followers_count,audience_active_percent,avg_past_engagement,posting_frequency_per_week,account_age_days,is_paid_promotion,ad_spend_usd,collaboration_flag,engagement_score
Facebook,Text,News,Personal Brand,16,2,0,0,168,9,2,4,1,0,1,0,6.61,0.105,4850,51.08,1055.78,5.6,1204,0,0.0,0,1056.39
Instagram,Video,Education,Educator,0,5,1,0,98,5,0,3,0,1,1,38,6.88,0.831,19470,35.88,765.91,6.0,184,0,0.0,1,893.04
LinkedIn,Image,Lifestyle,Influencer,7,2,0,0,187,4,1,3,0,0,1,0,7.4,0.091,18710,55.23,637.85,2.6,1131,1,180.39,0,885.26
Instagram,Video,Behind-the-scenes,Personal Brand,23,1,0,0,41,9,2,3,0,1,1,18,7.54,0.365,14138,51.12,783.45,1.8,1532,0,0.0,0,992.47
Instagram,Image,Lifestyle,Educator,12,0,0,1,38,6,2,2,0,0,1,0,6.49,0.622,5268,30.52,986.58,1.0,837,0,0.0,0,810.62
Instagram,Image,Entertainment,Business,0,2,0,0,74,4,1,1,0,0,1,0,5.44,0.399,178953,60.09,1541.27,5.3,697,0,0.0,0,1172.74
X,Text,Lifestyle,Personal Brand,20,3,0,1,185,2,0,5,0,0,1,0,7.99,-0.201,6491,24.19,1018.25,4.1,813,0,0.0,0,746.81
Facebook,Image,Product,Media,14,6,1,0,127,8,0,5,0,0,1,0,7.9,-1.0,40288,56.53,456.57,3.8,847,0,0.0,0,1000.26
YouTube Shorts,Video,News,Business,5,5,1,0,73,7,2,6,1,1,1,44,4.9,0.354,61108,45.0,1313.57,2.3,582,1,1213.46,0,1048.21
LinkedIn,Video,Lifestyle,Personal Brand,18,2,0,1,99,6,2,6,1,1,1,29,6.44,-0.156,17001,64.08,385.48,6.5,184,0,0.0,0,1113.4
Facebook,Video,Product,Educator,9,5,1,0,209,4,1,2,0,1,1,23,9.38,0.376,68834,30.12,1082.21,6.2,88,0,0.0,0,1002.98
Instagram,Reel,Education,Business,20,6,1,1,149,7,0,2,0,1,1,49,7.15,0.379,1778,46.47,631.67,5.1,1020,1,10.0,0,992.42
LinkedIn,Carousel,Entertainment,Educator,22,1,0,1,138,7,0,6,0,0,7,0,5.54,0.255,45814,68.29,1133.75,6.5,30,0,0.0,0,1190.82
Instagram,Carousel,Lifestyle,Influencer,7,3,0,0,220,6,1,3,1,0,6,0,7.34,0.597,38370,61.78,1225.19,5.9,813,0,0.0,0,1247.87
Instagram,Reel,Education,Educator,11,1,0,1,75,12,2,1,1,0,1,23,6.05,-0.425,10006,50.59,30.0,4.2,1352,0,0.0,0,917.4
Instagram,Reel,Entertainment,Business,15,0,0,0,90,6,2,2,0,0,1,5,8.89,-0.713,18451,50.11,1468.3,5.0,1315,0,0.0,0,1088.52
LinkedIn,Text,Education,Educator,15,4,0,0,115,9,1,5,0,0,1,0,6.8,0.06,41125,32.66,1606.22,5.9,609,0,0.0,0,990.32
X,Text,Product,Personal Brand,21,1,0,1,162,8,1,4,0,0,1,0,9.49,-0.828,110576,55.01,559.05,6.4,1535,0,0.0,0,1015.38
Instagram,Reel,Lifestyle,Influencer,4,3,0,0,192,9,1,2,1,1,1,50,9.1,0.032,6690,63.29,1195.44,3.3,1475,1,142.61,0,1169.8
Facebook,Carousel,Behind-the-scenes,Business,13,4,0,1,55,5,0,1,0,0,2,0,6.53,0.149,24401,62.51,659.81,10.6,1283,0,0.0,0,948.74
Instagram,Reel,Education,Business,16,1,0,0,110,5,0,4,0,1,1,59,9.72,0.192,90596,45.36,804.48,6.2,742,0,0.0,1,1165.4
Facebook,Carousel,Product,Personal Brand,6,6,1,0,149,7,0,5,0,0,7,0,4.53,0.151,37532,63.8,1421.07,2.8,1020,1,462.3,0,1028.05
X,Text,Lifestyle,Business,15,1,0,0,95,7,0,1,0,0,1,0,8.04,-0.64,4006,40.38,705.78,6.2,761,0,0.0,1,848.66
YouTube Shorts,Video,Education,Business,20,3,0,1,123,8,1,2,1,1,1,32,4.92,-0.18,5785,55.81,1291.85,4.7,1115,0,0.0,0,1037.86
Instagram,Carousel,News,Business,11,2,0,1,150,5,3,1,0,0,4,0,8.77,1.0,9846,63.04,1023.25,4.8,1061,0,0.0,0,1015.88
X,Text,Product,Educator,18,1,0,1,77,5,2,3,1,0,1,0,10.0,0.345,62571,53.02,441.6,3.6,33,0,0.0,0,1033.59
LinkedIn,Image,Entertainment,Educator,10,3,0,0,102,6,0,7,0,0,1,0,5.62,0.256,40001,49.86,1331.26,3.4,1038,0,0.0,0,973.67
Instagram,Carousel,News,Business,7,6,1,0,208,10,1,5,0,0,4,0,7.15,0.407,11258,42.87,391.22,5.9,1027,0,0.0,1,995.11
Instagram,Image,Education,Personal Brand,19,4,0,1,204,6,1,2,0,0,1,0,4.92,0.804,10965,48.84,1192.07,6.8,354,0,0.0,0,1076.09
YouTube Shorts,Video,Entertainment,Influencer,0,4,0,0,91,2,3,2,1,1,1,5,8.42,-0.328,26585,44.58,1451.05,1.3,893,0,0.0,0,939.67
LinkedIn,Carousel,Education,Personal Brand,4,1,0,0,154,3,2,3,0,0,3,0,5.39,0.149,26719,63.28,2025.75,3.0,1152,1,145.55,0,1279.32
X,Text,Lifestyle,Educator,6,5,1,0,70,7,2,0,0,0,1,0,6.46,0.451,167612,78.73,887.77,2.7,1445,1,876.07,0,1148.2
Instagram,Carousel,Entertainment,Business,21,1,0,1,204,7,5,3,1,0,8,0,7.65,-0.551,43486,34.92,708.74,7.8,613,0,0.0,0,977.18
Instagram,Carousel,Lifestyle,Influencer,14,5,1,0,213,8,1,7,0,0,4,0,6.49,-0.159,48942,43.76,814.16,5.9,506,0,0.0,0,931.15
X,Image,News,Personal Brand,1,1,0,0,41,5,0,1,1,0,1,0,6.97,0.203,52208,42.62,655.82,4.6,690,0,0.0,0,955.1
LinkedIn,Image,Product,Educator,21,1,0,1,156,7,2,4,0,0,1,0,6.28,-0.266,28424,55.2,448.54,4.6,988,0,0.0,0,988.08
Facebook,Text,Behind-the-scenes,Media,5,3,0,0,103,9,1,0,1,0,1,0,8.14,0.002,38779,57.94,329.11,1.5,864,0,0.0,0,982.8
X,Image,Behind-the-scenes,Personal Brand,15,6,1,0,33,6,1,2,0,0,1,0,5.64,0.771,30873,13.09,724.36,7.1,843,0,0.0,0,837.09
YouTube Shorts,Video,News,Educator,19,2,0,1,110,6,0,8,1,0,1,43,7.56,0.648,22564,49.11,527.72,5.2,468,0,0.0,0,1069.8
Facebook,Carousel,Education,Influencer,1,1,0,0,135,4,0,4,0,0,7,0,4.46,-0.021,29932,62.55,309.37,7.4,1263,1,103.29,0,921.24
YouTube Shorts,Reel,Behind-the-scenes,Personal Brand,6,4,0,0,130,10,2,4,0,1,1,47,6.14,0.089,128260,60.57,880.57,7.6,1020,0,0.0,0,1207.69
LinkedIn,Video,Education,Media,12,2,0,1,38,5,0,1,0,1,1,41,7.16,-0.044,29594,63.59,1153.56,3.1,1413,0,0.0,1,1126.94
Instagram,Image,Behind-the-scenes,Educator,0,1,0,0,198,1,2,4,1,0,1,0,8.95,0.091,84410,48.27,824.82,4.0,1005,0,0.0,0,939.04
Instagram,Reel,Entertainment,Personal Brand,10,6,1,0,229,2,0,5,0,0,1,11,10.0,-0.245,23827,53.33,301.32,1.0,640,0,0.0,0,874.3
YouTube Shorts,Video,Lifestyle,Media,13,3,0,1,144,1,0,5,1,0,1,22,8.21,0.32,13053,50.02,837.51,5.7,1024,0,0.0,1,1119.94
LinkedIn,Text,Lifestyle,Media,23,1,0,0,161,7,2,3,1,0,1,0,6.45,0.53,17445,61.86,1462.96,5.0,1029,0,0.0,0,1050.21
Instagram,Image,Entertainment,Media,11,4,0,1,164,5,1,1,1,0,1,0,7.62,0.85,36527,59.45,186.08,7.6,30,1,448.38,1,1075.69
X,Image,Motivation,Educator,19,2,0,1,146,5,1,6,0,0,1,0,6.86,0.438,9809,41.16,731.96,4.2,87,0,0.0,0,860.46
Facebook,Text,Behind-the-scenes,Influencer,2,4,0,0,254,7,0,8,0,0,1,0,6.64,-0.671,56934,40.63,1118.56,5.8,1510,0,0.0,0,881.67
X,Text,Education,Educator,19,2,0,1,120,8,2,2,1,0,1,0,6.29,-0.461,105235,58.43,47.23,7.7,1682,1,134.53,0,1063.65
Instagram,Image,Entertainment,Influencer,4,4,0,0,251,7,3,3,0,0,1,0,6.23,0.458,27482,13.58,821.51,6.2,894,0,0.0,0,933.17
Instagram,Carousel,Product,Business,0,4,0,0,67,5,3,2,0,0,7,0,5.95,0.421,5329,47.2,727.92,1.0,961,1,486.47,0,956.67
Instagram,Video,Motivation,Media,5,4,0,0,122,5,1,2,0,0,1,5,7.14,0.775,28273,60.74,429.73,5.5,1092,0,0.0,0,1069.89
Facebook,Image,Entertainment,Media,17,0,0,0,94,7,2,4,1,0,1,0,9.12,-0.085,30030,50.22,1640.74,5.1,1061,0,0.0,0,1101.09
X,Image,Entertainment,Business,22,2,0,1,59,9,1,2,1,0,1,0,9.86,0.24,7432,34.22,350.18,7.4,606,0,0.0,1,923.88
YouTube Shorts,Video,Entertainment,Educator,0,5,1,0,198,5,1,1,0,1,1,42,8.86,0.094,5001,46.96,1022.72,2.4,1340,0,0.0,0,1124.83
Facebook,Video,Education,Personal Brand,22,3,0,1,62,7,3,6,1,0,1,40,8.09,0.934,15302,39.72,1127.76,4.4,607,1,192.18,0,1039.76
YouTube Shorts,Reel,Entertainment,Influencer,23,0,0,0,131,7,3,0,1,1,1,5,7.73,0.412,8233,66.57,30.0,5.4,935,0,0.0,0,1029.37
LinkedIn,Text,News,Business,18,6,1,1,154,7,1,3,0,0,1,0,7.57,-0.019,17220,65.16,1139.14,4.3,931,0,0.0,1,1105.16
X,Text,Entertainment,Business,14,6,1,0,84,6,1,0,1,0,1,0,8.01,-0.006,4025,56.4,768.72,2.4,770,1,259.84,0,926.38
X,Text,Lifestyle,Influencer,12,2,0,1,122,4,0,3,0,0,1,0,8.43,0.255,11261,75.47,197.44,6.1,1383,0,0.0,0,1015.5
Facebook,Image,Behind-the-scenes,Business,21,2,0,1,130,11,2,5,0,0,1,0,7.21,0.189,6442,69.56,1825.25,6.4,677,0,0.0,0,981.79
Instagram,Reel,Motivation,Business,12,6,1,1,117,5,3,0,0,1,1,41,5.97,-0.143,58245,57.11,1272.56,7.0,834,0,0.0,0,1246.1
YouTube Shorts,Video,Entertainment,Educator,1,6,1,0,67,6,1,1,0,0,1,55,6.22,0.197,26721,53.53,136.71,4.0,30,0,0.0,0,996.45
Facebook,Video,Behind-the-scenes,Media,19,1,0,1,256,7,4,5,0,0,1,31,6.87,0.042,5966,37.08,372.79,6.2,671,0,0.0,0,835.85
YouTube Shorts,Video,Product,Business,18,0,0,1,116,7,0,5,0,0,1,55,4.69,-0.542,24907,44.25,362.28,4.5,985,0,0.0,0,954.25
LinkedIn,Image,Entertainment,Educator,23,0,0,0,176,11,1,4,1,0,1,0,6.6,0.301,16404,34.82,911.01,4.0,1889,0,0.0,0,968.27
LinkedIn,Carousel,Motivation,Media,12,3,0,1,153,6,2,2,0,0,7,0,5.02,0.314,41057,41.09,416.51,8.1,895,0,0.0,1,916.85
Facebook,Video,Motivation,Personal Brand,14,4,0,0,117,6,1,6,0,0,1,62,5.75,-0.177,73316,61.7,629.4,8.6,467,0,0.0,0,1068.29
X,Image,Behind-the-scenes,Personal Brand,0,2,0,0,154,6,1,2,1,0,1,0,6.82,0.346,15671,61.31,1303.08,1.0,430,0,0.0,0,896.02
Instagram,Video,Product,Influencer,1,0,0,0,99,6,3,0,0,0,1,40,6.01,0.664,20658,46.87,1528.4,5.4,898,0,0.0,0,1010.75
YouTube Shorts,Video,Product,Business,21,2,0,1,204,9,0,2,0,0,1,40,8.31,0.002,10714,50.51,712.78,4.1,1801,1,425.98,0,1030.94
YouTube Shorts,Video,Education,Media,17,2,0,0,159,3,0,2,0,1,1,32,7.1,-0.356,24226,43.76,937.03,4.1,1898,1,922.46,0,1059.71
Instagram,Reel,Education,Business,20,1,0,1,215,12,0,2,0,0,1,23,8.58,0.113,35950,55.82,511.18,1.0,489,0,0.0,0,970.32
Instagram,Reel,Education,Media,19,0,0,1,76,9,2,6,0,1,1,54,7.37,-0.317,21170,45.38,643.2,2.4,417,1,91.33,0,966.08
Instagram,Carousel,Lifestyle,Educator,23,0,0,0,92,5,3,1,1,0,6,0,7.68,0.045,11875,72.51,386.14,6.3,953,0,0.0,0,1059.95
X,Video,Product,Educator,1,1,0,0,262,11,0,3,1,0,1,30,9.53,-0.074,7647,41.36,30.0,9.3,458,1,27.97,1,819.43
Facebook,Image,Behind-the-scenes,Media,9,1,0,0,155,6,1,3,0,0,1,0,6.07,-0.487,80513,38.95,683.53,3.5,586,0,0.0,0,994.81
X,Text,Lifestyle,Personal Brand,13,3,0,1,102,7,0,0,0,0,1,0,7.35,0.554,38885,46.46,828.11,4.7,502,0,0.0,0,1002.07
YouTube Shorts,Video,Entertainment,Educator,12,4,0,1,113,5,3,1,0,0,1,29,5.84,-0.093,7507,41.94,671.89,3.6,1531,0,0.0,1,915.65
Instagram,Carousel,Product,Business,16,6,1,0,142,7,2,4,0,0,5,0,4.92,-1.0,15586,43.11,789.59,6.2,794,0,0.0,0,954.41
X,Text,News,Personal Brand,6,6,1,0,245,4,3,5,0,0,1,0,5.4,-0.026,8000,41.4,289.81,6.4,324,0,0.0,0,801.18
X,Video,Education,Business,1,5,1,0,36,6,3,4,1,0,1,32,5.71,0.054,66350,50.9,871.29,6.2,792,0,0.0,0,1024.42
Instagram,Image,Entertainment,Educator,8,1,0,0,190,13,2,5,1,0,1,0,7.29,0.11,13362,26.47,348.07,4.7,916,1,58.23,0,861.04
Instagram,Reel,News,Media,19,6,1,1,247,7,3,2,0,0,1,18,7.85,0.834,12576,36.64,30.0,5.3,1647,0,0.0,0,903.44
X,Video,Lifestyle,Influencer,23,0,0,0,185,8,0,7,1,0,1,35,6.93,-0.239,8055,43.27,583.01,6.5,167,0,0.0,0,932.21
X,Text,Product,Media,6,1,0,0,74,5,3,3,1,0,1,0,6.99,-0.309,5180,54.24,1506.16,4.9,1177,1,22.5,0,957.18
Instagram,Carousel,Lifestyle,Business,18,3,0,1,163,10,2,3,0,0,7,0,8.32,0.179,26946,57.23,1356.82,3.4,1822,1,278.59,0,1199.95
X,Text,Lifestyle,Business,17,5,1,0,117,7,2,3,1,0,1,0,6.41,-0.564,52006,58.71,425.46,6.1,1640,0,0.0,0,944.46
X,Video,News,Personal Brand,1,4,0,0,186,10,2,1,0,0,1,32,8.26,0.014,9499,45.63,1005.56,4.8,1624,0,0.0,0,1103.37
X,Text,Entertainment,Media,3,2,0,0,150,7,0,1,0,0,1,0,6.36,0.198,76375,31.35,1481.42,4.1,1238,0,0.0,1,1040.5
Instagram,Carousel,News,Personal Brand,7,0,0,0,106,8,2,2,1,0,6,0,7.71,0.239,17804,29.36,1462.92,9.4,1839,0,0.0,0,924.11
LinkedIn,Text,Entertainment,Media,1,2,0,0,105,5,0,7,0,0,1,0,7.35,-0.204,13641,22.6,592.44,5.6,523,0,0.0,0,763.3
X,Video,Lifestyle,Educator,20,0,0,1,123,10,2,3,0,0,1,22,10.0,0.263,6481,65.06,940.66,4.7,689,0,0.0,0,1113.73
Instagram,Video,Lifestyle,Media,6,2,0,0,198,6,1,3,0,1,1,52,8.95,0.463,16558,65.43,1402.78,5.4,1102,0,0.0,0,1263.47
Facebook,Video,Lifestyle,Business,17,1,0,0,168,10,5,2,0,0,1,75,5.22,0.185,129843,70.87,1067.86,5.6,778,1,84.66,0,1059.35
YouTube Shorts,Video,Motivation,Personal Brand,17,0,0,0,213,5,1,4,0,1,1,11,6.66,-0.042,10820,63.23,1086.46,4.6,898,1,100.69,0,1078.99
YouTube Shorts,Video,Education,Business,18,1,0,1,20,6,2,3,0,0,1,22,6.75,-0.015,87602,62.04,585.4,1.5,516,0,0.0,0,1094.01
YouTube Shorts,Video,Behind-the-scenes,Media,6,3,0,0,141,7,0,3,0,0,1,30,7.25,-0.13,30597,12.7,1007.98,2.6,1004,1,25.14,0,959.72
YouTube Shorts,Video,Lifestyle,Personal Brand,19,0,0,1,149,9,2,1,1,0,1,38,6.24,0.162,51708,47.41,893.94,4.3,1261,0,0.0,0,1037.53
LinkedIn,Video,Education,Personal Brand,0,1,0,0,78,3,2,6,1,1,1,10,5.1,0.709,48954,22.23,758.67,5.2,1114,0,0.0,0,880.31
Instagram,Image,News,Personal Brand,21,3,0,1,20,4,0,4,0,0,1,0,8.66,-0.086,5332,34.11,1068.69,3.6,870,0,0.0,0,845.29
Facebook,Image,Entertainment,Personal Brand,9,0,0,0,136,3,0,0,1,0,1,0,5.25,0.33,103168,33.94,648.54,5.2,1314,0,0.0,0,861.25
Instagram,Carousel,Education,Educator,1,6,1,0,96,3,3,2,1,0,5,0,6.52,-0.266,21157,63.17,65.92,3.2,842,0,0.0,0,957.6
LinkedIn,Carousel,Motivation,Personal Brand,10,2,0,0,249,2,1,4,0,0,5,0,5.43,0.033,7674,43.91,707.59,6.0,1487,1,1339.49,0,938.15
X,Text,Education,Business,8,1,0,0,141,6,1,1,1,0,1,0,8.07,1.0,25953,66.92,924.4,6.6,556,0,0.0,0,1025.13
Instagram,Carousel,Product,Personal Brand,6,0,0,0,234,8,0,3,1,0,8,0,9.03,0.631,11661,54.25,199.05,3.4,879,0,0.0,0,947.59
YouTube Shorts,Video,Education,Educator,11,5,1,1,152,8,0,7,0,0,1,24,8.63,0.258,25043,66.92,1676.04,1.5,858,1,175.55,0,1142.57
YouTube Shorts,Reel,News,Influencer,14,1,0,0,66,8,4,2,0,0,1,16,7.57,0.973,61022,39.84,470.34,8.7,350,0,0.0,0,1024.87
X,Text,Education,Personal Brand,16,1,0,0,175,9,1,4,0,0,1,0,6.01,-0.556,4142,91.55,1164.56,8.3,30,1,45.13,0,1075.08
Instagram,Carousel,Behind-the-scenes,Educator,8,3,0,0,30,7,0,2,0,0,7,0,6.49,0.711,85874,49.9,819.38,7.2,165,0,0.0,1,981.74
YouTube Shorts,Video,Motivation,Educator,1,5,1,0,220,3,1,1,0,0,1,46,8.33,1.0,15033,22.36,1466.83,5.1,1569,0,0.0,1,1024.03
YouTube Shorts,Video,Lifestyle,Personal Brand,18,5,1,1,135,6,2,2,0,1,1,38,6.61,0.999,31365,68.7,877.76,6.7,801,0,0.0,0,1139.06
Instagram,Carousel,Product,Business,2,6,1,0,183,3,1,1,1,0,4,0,9.17,0.111,12139,31.41,1085.22,6.6,905,0,0.0,0,876.69
Instagram,Image,Education,Influencer,13,4,0,1,20,6,2,2,0,0,1,0,5.07,0.217,63892,69.31,30.0,4.3,815,0,0.0,0,979.95
YouTube Shorts,Video,Education,Personal Brand,13,0,0,1,147,5,1,1,0,0,1,46,9.34,0.468,56665,53.11,1411.08,4.1,1434,0,0.0,0,1100.12
LinkedIn,Video,Product,Business,8,0,0,0,20,10,0,2,0,1,1,5,5.66,-0.254,33868,50.04,1118.81,4.3,955,0,0.0,0,888.91
YouTube Shorts,Video,Behind-the-scenes,Business,2,3,0,0,65,6,1,2,0,0,1,28,9.91,0.374,5023,49.81,1211.06,4.2,790,0,0.0,0,1045.97
X,Text,Behind-the-scenes,Business,20,2,0,1,134,4,0,0,0,0,1,0,8.56,0.833,27429,54.88,235.82,7.3,1173,0,0.0,1,1030.3
Facebook,Carousel,Education,Educator,7,2,0,0,159,8,1,3,1,0,8,0,7.57,-0.28,16506,57.93,630.56,3.9,726,0,0.0,0,1073.66
Instagram,Carousel,Entertainment,Influencer,19,2,0,1,95,11,0,4,0,0,9,0,8.0,0.624,9708,48.24,219.14,8.6,1417,1,103.13,0,870.02
Instagram,Image,Education,Media,11,5,1,1,92,12,3,3,0,0,1,0,5.49,-0.352,4241,34.41,903.61,6.0,412,1,96.58,0,847.71
LinkedIn,Image,Education,Educator,0,5,1,0,255,5,0,5,0,0,1,0,7.25,0.475,15524,42.3,1268.72,5.0,323,1,402.44,0,883.81
Instagram,Video,News,Personal Brand,15,0,0,0,143,1,1,3,1,0,1,34,6.92,0.846,13391,52.15,1476.76,2.2,621,1,5193.63,1,1051.65
Facebook,Video,Entertainment,Personal Brand,5,2,0,0,45,9,0,5,1,0,1,20,5.72,-0.002,20638,64.81,855.64,5.6,511,0,0.0,0,1019.7
YouTube Shorts,Video,Product,Media,3,5,1,0,63,3,1,1,1,1,1,19,6.29,0.016,26476,61.35,606.58,10.0,1557,0,0.0,0,1083.1
Instagram,Carousel,Product,Personal Brand,6,5,1,0,117,10,0,3,1,0,5,0,7.37,0.061,35654,45.36,1090.92,6.7,876,0,0.0,0,1033.81
X,Image,Education,Personal Brand,8,2,0,0,43,2,1,0,0,0,1,0,9.13,-0.312,12997,46.63,1097.45,7.1,626,1,64.36,1,952.01
LinkedIn,Text,News,Business,8,0,0,0,20,11,1,1,1,0,1,0,6.82,1.0,21262,40.19,1824.46,5.1,136,0,0.0,0,999.52
YouTube Shorts,Video,Entertainment,Personal Brand,11,0,0,1,88,5,0,3,0,0,1,41,7.21,0.92,7450,30.65,960.76,6.1,515,0,0.0,0,1063.71
Instagram,Reel,Lifestyle,Personal Brand,5,4,0,0,160,7,0,4,0,1,1,44,10.0,0.724,13835,55.62,840.7,5.4,189,0,0.0,0,1251.31
Instagram,Carousel,News,Influencer,16,1,0,0,193,8,2,4,1,0,9,0,4.65,0.247,39131,49.07,30.0,1.0,1110,0,0.0,0,919.06
X,Text,Entertainment,Influencer,11,1,0,1,20,7,1,2,0,0,1,0,3.66,-0.723,47915,79.03,1497.64,1.0,1105,1,59.04,0,1042.67
YouTube Shorts,Video,Lifestyle,Educator,18,5,1,1,182,5,1,4,1,0,1,51,6.46,0.481,34591,85.76,1042.28,4.6,1114,0,0.0,0,1214.96
X,Image,Entertainment,Media,8,0,0,0,146,10,2,3,1,0,1,0,6.74,0.214,17790,42.41,1126.74,1.7,1025,0,0.0,1,977.86
Facebook,Video,Lifestyle,Media,17,2,0,0,20,6,0,4,0,1,1,5,8.77,0.356,8270,69.92,840.23,4.0,829,0,0.0,0,1073.31
Facebook,Video,Behind-the-scenes,Educator,0,6,1,0,182,8,0,7,0,1,1,5,8.09,0.142,13062,44.87,600.8,5.7,748,0,0.0,0,1014.39
X,Text,Education,Business,10,3,0,0,290,6,1,0,1,0,1,0,7.12,-0.134,18601,25.05,702.21,5.2,579,0,0.0,0,809.65
Instagram,Video,Lifestyle,Business,11,2,0,1,128,4,0,1,0,0,1,43,6.54,0.054,1916,60.83,1301.66,4.5,653,1,1514.06,0,1096.4
Instagram,Reel,Lifestyle,Media,13,4,0,1,202,5,1,2,1,0,1,19,8.82,-0.287,46968,62.86,278.55,4.7,1253,0,0.0,0,1047.44
Facebook,Video,Motivation,Media,0,2,0,0,171,7,0,3,1,1,1,34,8.21,0.042,6295,50.8,245.46,3.6,723,0,0.0,1,976.07
Facebook,Text,Education,Business,6,4,0,0,218,4,4,7,1,0,1,0,7.09,0.119,24614,51.58,507.08,7.0,1173,1,68.13,0,952.6
X,Text,Product,Personal Brand,3,2,0,0,180,5,1,4,0,0,1,0,9.57,0.538,34748,73.79,655.42,1.0,632,0,0.0,0,987.81
Facebook,Video,Education,Educator,19,2,0,1,229,9,1,2,1,0,1,55,8.32,0.382,7345,49.61,1251.11,1.0,1141,1,28.32,0,940.58
X,Text,Motivation,Personal Brand,16,5,1,0,122,8,1,5,0,0,1,0,7.19,0.7,243174,51.0,1003.68,4.3,946,0,0.0,1,1038.56
Instagram,Carousel,Entertainment,Educator,22,3,0,1,178,6,2,4,1,0,10,0,5.37,0.066,57133,57.68,1118.98,5.5,643,0,0.0,0,1107.67
LinkedIn,Text,Motivation,Influencer,20,2,0,1,155,8,2,1,0,0,1,0,6.66,0.034,49571,45.0,716.78,5.7,990,1,571.52,0,1077.07
YouTube Shorts,Video,Behind-the-scenes,Media,16,1,0,0,20,4,1,1,1,1,1,41,8.1,0.149,20978,72.35,1054.03,6.6,594,0,0.0,0,1081.84
X,Text,Motivation,Influencer,0,2,0,0,311,3,0,4,0,0,1,0,5.63,0.295,60048,44.15,899.88,3.4,244,0,0.0,0,848.51
YouTube Shorts,Video,Behind-the-scenes,Educator,18,1,0,1,46,4,1,4,1,1,1,38,6.1,0.19,203754,53.13,1043.42,4.7,843,1,233.15,0,1095.49
Facebook,Image,News,Media,14,4,0,0,191,6,2,1,0,0,1,0,5.56,0.415,1492,53.16,608.3,6.9,1317,0,0.0,1,898.88
Facebook,Image,Lifestyle,Personal Brand,2,0,0,0,117,13,1,1,0,0,1,0,7.7,0.025,61083,63.75,1648.45,3.3,968,0,0.0,1,1151.75
Instagram,Image,Entertainment,Influencer,12,5,1,1,101,4,1,5,0,0,1,0,8.35,0.182,61583,44.03,1173.96,4.0,1172,0,0.0,1,1089.41
Facebook,Video,News,Personal Brand,16,2,0,0,165,8,0,1,1,1,1,33,7.01,0.473,258381,50.73,754.39,8.7,991,0,0.0,0,1091.18
YouTube Shorts,Reel,Entertainment,Influencer,20,3,0,1,170,4,2,2,1,0,1,45,5.98,-0.135,107327,27.79,244.59,2.4,701,0,0.0,1,1035.99
YouTube Shorts,Video,Product,Business,3,2,0,0,20,5,0,2,1,1,1,60,10.0,-0.224,31324,55.99,1120.71,2.9,497,1,74.39,0,1112.47
Instagram,Reel,Lifestyle,Media,5,3,0,0,207,4,2,4,1,0,1,32,8.17,0.191,10249,63.45,818.49,3.5,1114,0,0.0,0,986.17
YouTube Shorts,Video,Education,Media,20,0,0,1,125,8,2,2,0,0,1,54,7.22,0.581,26035,57.17,740.62,3.9,1052,0,0.0,0,1079.7
X,Image,Lifestyle,Influencer,11,1,0,1,197,8,1,4,0,0,1,0,7.52,-0.03,79115,42.92,634.1,5.5,331,0,0.0,0,1009.53
Facebook,Image,Education,Educator,18,2,0,1,288,8,1,2,1,0,1,0,7.84,0.58,21759,61.28,1567.22,1.6,961,1,596.24,0,1142.29
X,Text,Behind-the-scenes,Media,14,5,1,0,109,10,1,4,1,0,1,0,7.37,0.23,13863,58.75,980.82,6.2,974,0,0.0,0,1013.62
YouTube Shorts,Video,Entertainment,Educator,11,2,0,1,93,4,0,4,0,1,1,47,8.75,-0.264,15245,85.12,1264.03,4.9,543,0,0.0,0,1159.13
Facebook,Video,Product,Business,22,3,0,1,96,6,2,3,0,1,1,39,6.0,0.495,22861,50.21,2296.25,5.9,833,0,0.0,0,1096.12
Instagram,Video,Education,Influencer,13,3,0,1,72,7,2,5,1,0,1,33,7.84,0.603,10934,54.02,152.82,4.7,189,0,0.0,0,963.62
X,Text,Lifestyle,Educator,9,5,1,0,100,4,0,5,1,0,1,0,5.77,-0.017,15459,54.23,1194.06,3.5,30,0,0.0,0,1110.17
Facebook,Text,Lifestyle,Business,9,1,0,0,134,11,0,4,1,0,1,0,9.07,-0.097,10619,40.91,742.26,8.2,905,1,36.71,0,906.16
Instagram,Reel,Behind-the-scenes,Influencer,5,6,1,0,105,10,2,5,1,0,1,5,6.08,-0.407,44460,38.64,935.13,5.2,794,1,500.77,0,1007.44
Instagram,Carousel,Motivation,Educator,7,5,1,0,122,10,3,2,0,0,6,0,6.2,0.319,57386,42.66,1397.36,5.8,671,0,0.0,0,1001.56
YouTube Shorts,Video,Education,Business,0,6,1,0,201,5,0,2,0,0,1,5,4.65,0.116,121281,45.32,478.65,7.9,415,0,0.0,0,1003.11
Instagram,Video,Lifestyle,Business,17,5,1,0,151,10,0,2,1,1,1,5,7.32,0.041,7943,62.43,1046.0,1.0,647,0,0.0,0,1015.08
